"","id","group","author_sign","author_full_name","title","city","printing_h","year","pages","size","nlr_1","rsl","roz_1","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","n_total"
"578",690,"sep_lyr","Хвостов Д.","Хвостов Дмитрий Иванович","А... Л...... О...... ой 1835 года июля 26 дня","СПб.","Вингебера",1835,1,22,1,0,0,0,0,0,0,0,0,0,1
"579",691,"sep_lyr","Малышев Г.","Малышев Григорий Григорьевич","На случай отправления гвардейского отряда в Калиш 14-26-го июля 1835-го года : Стихи сии написаны музыкантом лейб-гвардии Егер. полка Малышевым.","СПб.","druck. von C. Krav",1835,5,19,1,1,0,0,0,0,0,0,0,0,2
"580",692,"sep_lyr","Красноглазов А.","Красноглазов А.","[Стихотв.] Его высокородию, директору Московского коммерческого училища... Титу Алексеевичу Каменецкому, усерднейшее приношение, по случаю получения им от монарших щедрот ордена Станислава 2-й степени, от признательных воспитанников Московского коммерческого училища","М.",NA,1835,4,NA,1,0,0,0,0,0,0,0,0,0,1
"581",693,"sep_lyr","П.Ш.","Шереметевский Петр Васильевич","История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","М.","Степанова",1836,103,18,1,1,0,0,0,0,0,0,0,0,2
"582",694,"sep_drama","Эмилинский В.","Тронин Василий Николаевич","Пять дней из жизни Орфея : Драм. картины [в стихах] / Соч. В. Эмилинского","СПб.","Деп. внешней торговли",1837,152,21,1,0,0,0,1,0,0,0,0,0,2
"583",695,"sep_lyr",NA,NA,"На посещение г. Тобольска его императорским высочеством, государем наследником цесаревичем [1-4 июня 1837 г : Стихотворение]",NA,NA,1837,1,NA,1,0,0,0,0,0,0,0,0,0,1
"584",696,"sep_drama","Полевой Н.","Полевой Николай Алексеевич","Уголино : Драм. представление : [В стихах] / Соч. Николая Полевого","СПб.","Сахарова",1838,204,23,1,1,0,0,0,0,0,0,1,0,3
"585",697,"sep_lyr","Бобылев Н.","Бобылев Николай Иванович","Чувства русскаго при возвращении государя императора в Санкт-Петербург : [Стихотворения / Николай Бобылев]","СПб.","Воен. тип.",1838,4,19,1,0,0,0,0,0,0,0,0,0,1
"586",698,"sep_lyr","Хомяков","Хомяков Алексей Степанович","Киев : [Стихотворение]",NA,NA,1839,4,26,1,0,0,0,0,0,0,0,0,0,1
"587",699,"sep_drama",NA,"Кюхельбекер Вильгельм Карлович","Нашла коса на камень : Фарс в 5 д. [в стихах]","М.","А. Семена",1839,126,18,1,1,0,0,0,0,0,0,0,0,2
"588",700,"sep_drama","Бахтурин К.А.","Бахтурин Константин Александрович","Козьма Рощин, рязанский разбойник : Драма в 3 д. в стихах : Сюжет заимствован из извест. прозаич. рассказа М.Н. Загоскина / Соч. К.А. Бахтурина.","СПб.",NA,1839,23,24,1,1,0,0,0,0,0,0,0,0,2
"589",701,"sep_lyr","Глинка Ф.","Глинка Федор Николаевич","Москве благотворительной : [Стихотворение]","М.","Степанова",1840,2,NA,1,0,0,0,0,0,0,0,0,0,1
"590",702,"sep_lyr",NA,"Полонский Яков Петрович","Татарка : [Стихотворение] : (Посв. Ф. Байкову)",NA,NA,1840,3,NA,1,0,0,0,0,0,0,0,0,0,1
"591",703,"sep_lyr",NA,"Оранский, Николай Диомидович","Путешествие в Троицкую Сергиеву лавру : [Стихи]","М.","Ун. тип",1840,16,NA,1,1,0,0,0,0,0,0,0,0,2
"592",704,"sep_lyr","Шереметевский П.В.","Шереметевский Петр Васильевич","Новоселье русского царя в Москве белокаменной 3-го апреля 1849 : [Стихотворение]","М.","Ун. тип",1849,3,NA,1,0,0,0,0,0,0,0,0,0,1
"593",706,"sep_lyr","Герасимов А.","Герасимов Александр","Бородинское поле : [Стихотворение]","М.","Селивановского",1841,2,NA,1,0,0,0,0,0,0,0,0,0,1
"594",707,"sep_nar","К. Е….",NA,"Месть за месть : (Древнее рус. нар. предание) : Повесть в стихах / Соч. К.Е.......","М.","Селивановского",1841,109,16,1,1,0,0,0,0,0,0,0,0,2
"595",708,"sep_lyr","Орлов А.","Орлов Александр Анфимович","Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,27,20,1,1,0,0,0,0,0,0,0,0,2
"596",709,"sep_nar","Орлов А.","Орлов Александр Анфимович","Малолеток, кормилец престарелого, обнищавшего отца своего, или Чистое родительское благословение : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,21,18,1,0,0,0,0,0,0,0,0,0,1
"597",710,"sep_nar","Орлов А.","Орлов Александр Анфимович","Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,19,21,1,1,0,0,0,0,0,0,0,0,2
"598",711,"sep_lyr",NA,NA,"Швейцар Бюргер-клуба и новый 1842 год : [Стихотворение].","СПб.","Крайя",1841,3,NA,1,0,0,0,0,0,0,0,0,0,1
"599",712,"sep_lyr","К. Вяземский","Вяземский Петр Андреевич","Листу : [Стихи]. 1842 / К. Вяземский","СПб.",NA,1842,3,NA,1,0,0,0,0,0,0,0,0,0,1
"600",713,"alm_",NA,NA,"Альбом избранных стихотворений / [Изд. шт.-кап. Милюковым]. [Ч. 1]","М.",NA,1842,98,22,1,0,0,0,0,0,0,0,0,0,1
"601",714,"sep_lyr","Бенедиктов","Бенедиктов Владимир Григорьевич","Монастыркам при выпуске 1842 : [Стихотворение]","СПб.",NA,1842,3,23,1,0,0,0,0,0,0,0,0,0,1
"602",715,"alm_",NA,NA,"Подземные ключи : [Сб. стихов и прозы] / Изд. кн. Н. Мансырев.","М.",NA,1842,460,19,1,1,0,0,1,0,0,0,0,0,3
"603",716,"sep_lyr",NA,NA,"На Новый 1843 год : От сторожей Петропавловского училища : [Стихотворение]","СПб.",NA,1842,1,NA,1,0,0,0,0,0,0,0,0,0,1
"604",717,"alm_",NA,NA,"Литературный кабинет. [Ч. 1. Ч. 2, Проза. Стихотворения] : Тр. артистов имп. моск. театров / [Соч.] П.С. Мочалова, Д.Т. Ленского, А.П. Славина [и др.].","М.","Ун. тип",1842,203,17,1,1,0,0,1,0,0,0,0,0,3
"605",718,"sep_nar","И. Руссо",NA,"Сказка об Игнаце Разувае, о прекрасной Людмиле, Приамской царевне, об алмазном замке, о чугунном мосте, о двенадцатиглавом змее и о волшебнике Колдоране : В вольных стихах / Соч. И. Руссо.","СПб.","Сычева",1842,95,18,1,0,0,0,0,0,0,0,0,0,1
"606",719,"sep_drama","В. Не…го",NA,"Демон стихотворства : Комедия в 5 д., в стихах / Соч. В. Не...го.","СПб.","Крайя",1843,142,22,1,1,0,0,0,0,0,0,0,0,2
"607",720,"col_lyr",NA,"Пуговишников Александр Михайлович","Рассвет : Соч. в стихах и прозе.","М.","Смирнова",1843,76,21,1,1,0,0,0,0,0,0,0,0,2
"608",721,"sep_nar","Гребенка Е.","Гребенка Евгений Павлович","Богдан : Сцены из жизни малороссийск. гетмана Зиновия Хмельницкого : [В стихах] / Соч. Е. Гребенка","СПб.","А. Бородина и К",1843,58,19,1,0,0,0,0,0,0,0,0,0,1
"609",722,"sep_lyr",NA,NA,"Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок [1]","СПб.",NA,1843,18,NA,1,0,0,0,0,0,0,0,0,0,1
"610",723,"sep_lyr",NA,NA,"Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок 2","СПб.",NA,1843,4,NA,1,0,0,0,0,0,0,0,0,0,1
"611",724,"sep_lyr",NA,NA,"Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок 4","СПб.",NA,1843,4,NA,1,0,0,0,0,0,0,0,0,0,1
"612",725,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1843 год.","М.","Лазаревых",1843,7,NA,1,0,0,0,0,0,0,0,0,0,1
"613",726,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1844 год.","М.","Ун. тип",1843,4,NA,1,0,0,0,0,0,0,0,0,0,1
"614",727,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1846 год.","М.","Лазаревых",1845,8,NA,1,0,0,0,0,0,0,0,0,0,1
"615",728,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1847 год.","М.","Лазаревых",1847,4,NA,1,0,0,0,0,0,0,0,0,0,1
"616",729,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1850 год.","М.","Лазаревых",1850,8,NA,1,0,0,0,0,0,0,0,0,0,1
"617",730,"sep_nar","Зотов В.","Зотов Владимир Рафаилович","Шкипер : Ист. сцены 1713 г., в стихах / Соч. В. Зотова","СПб.","К. Жернакова",1844,31,23,1,1,0,0,0,0,0,0,0,0,2
"618",731,"sep_nar","Пальмов Ф.","Пальмов Федор","Иван Болван : [Повесть в стихах] : В 3 ч / Соч. Федора Пальмова.","М.","Лазаревых",1844,82,19,1,0,0,0,0,0,0,0,0,0,1
"619",732,"sep_drama",NA,"Воскресенский Михаил Ильич","Утро после бала Фамусова или Все старые знакомцы : Комедия-шутка в 1 д. в стихах.","М.","Селивановского",1844,104,11,1,1,0,0,0,0,0,0,0,0,2
"620",733,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Есть лучший мир : [Стихи] : В воспоминание июля 29 дня 1844 г. по случаю горест. события, посетившего царский дом и Россию / [Изд. ""Рус. вестн."" Сергей Глинка]","СПб.",NA,1844,7,NA,1,0,0,0,0,0,0,0,0,0,1
"621",734,"sep_lyr","Россиянин",NA,"Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","СПб.","А. Иогансона",1845,18,24,1,1,0,0,0,0,0,0,0,0,2
"622",735,"alm_",NA,NA,"Новый гость : [Лит. сб.] / Изд. Александра и Карла Реймера. Визит 1-. Визит 1 : [Стихотворения. Проза. Драматические сочинения в стихах]","СПб.","III Отд. собств. Е.И.В. канц.",1845,186,17,1,0,0,0,0,0,0,0,0,0,1
"623",736,"sep_drama","Полевой Н.","Полевой Николай Алексеевич","Ермак Тимофеич, или Волга и Сибирь : Драм. представление в 5 д. [в стихах] / Соч. Н.А. Полевого.","СПб.","Крайя",1845,144,21,1,1,0,0,0,1,0,0,0,0,3
"624",737,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","СПб.","Штаба отд. корп. внутр. стражи",1845,27,23,1,1,0,0,0,0,0,0,0,0,2
"625",738,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","СПб.","Штаба отд. корп. внутр. стражи",1845,7,21,1,1,0,0,0,0,0,0,0,0,2
"626",739,"col_lyr","Волков Ю.","Волков Юрий Александрович","Стихотворения Юрия Волкова","М.","А. Кузнецов",1846,72,17,1,0,0,0,0,0,0,0,0,0,1
"627",740,"sep_nar","Вахрушев Ф.","Вахрушев Фома","Гусар : Повесть в стихах / Соч. Фомы Вахрушева","М.",NA,1846,31,19,1,0,0,0,0,0,0,0,0,0,1
"628",741,"col_lyr","Иванов В.","Иванов Владимир","Стихотворения Владимира Иванова","СПб.","Крайя",1846,72,23,1,0,0,0,0,0,0,0,0,0,1
"629",742,"sep_lyr",NA,NA,"О человече внимай .. : [Стихотворение]",NA,NA,1846,1,NA,1,0,0,0,0,0,0,0,0,0,1
"630",743,"col_lyr",NA,NA,"Опыты в стихах и прозе","М.","Лазаревых",1846,102,22,1,0,0,0,0,0,0,0,0,0,1
"631",744,"col_lyr","Набатов С.","Набатов Сергей","Млечная звездочка : Стихотворения Сергея Набатова.","М.","Лазаревых",1846,72,16,1,0,0,0,0,0,0,0,0,0,1
"632",745,"col_lyr","Сельский С.","Сельский Сергей","Отголоски юности : Опыты в стихах С. Сельского","М.","Евреинова",1846,40,18,1,1,0,0,0,0,0,0,0,0,2
"633",746,"sep_lyr","Ф.П.",NA,"Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","М.","Кирилова",1846,190,20,1,1,0,0,1,0,0,0,0,0,3
"634",747,"sep_drama","Кукольник Н.","Кукольник Нестор Васильевич","Генерал-поручик Паткуль : трагедия в 5-ти актах, в стихах / сочинение Нестора Кукольника","СПб.","К. Жернакова",1846,152,23,1,1,0,0,1,0,0,0,1,0,4
"635",748,"sep_nar",NA,NA,"Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","М.","Смирнова",1846,32,15,1,1,0,0,0,0,0,0,0,0,2
"636",749,"alm_",NA,NA,"Гирляндочка : [Стихотворения] : Подарок на 1846 год любителям и любительницам русского чтения.","М.","А. Семена",1846,42,16,1,1,0,0,0,0,0,0,0,0,2
"637",750,"col_lyr","Щербаков Г.","Щербаков Григорий","Стихотворения / [Соч.] Григория Щербакова.","М.","А. Семена",1847,72,29,1,1,0,0,0,0,0,0,0,0,2
"638",751,"col_lyr",NA,NA,"Туман на заре : [Стихи]","М.","Евреинова",1847,31,19,1,0,0,0,0,0,0,0,0,0,1
"639",752,"col_lyr","Побыванец В.","Побыванец Василий","Ночь : [Сборник рассказов и стихов] / [Соч.] Василия Побыванца","Кишинев","А. Попова",1847,74,23,1,0,0,0,0,0,0,0,0,0,1
"640",753,"col_lyr",NA,NA,"Опыты в стихах и прозе","М.","Степанова",1847,22,20,1,0,0,0,0,0,0,0,0,0,1
"641",754,"col_lyr","Глебов Л.","Глебов Леонид Иванович","Стихотворения. 1845 и 1846 / [Соч.] Леонида Глебова.","Полтава","С. Лещинский",1847,104,18,1,0,0,0,0,0,0,0,0,0,1
"642",755,"sep_lyr","Павлов С.","Павлов Сергей","На крещение его императорского высочества великого князя Владимира Александровича","СПб.",NA,1847,2,26,1,0,0,0,0,0,0,0,0,0,1
"643",756,"sep_lyr","Анисим",NA,"Анисим. Господам старшинам, членам и гостям Московского купеческого собрания на 1848 год : [Стихотворение]","М.","Ун. тип",1847,3,NA,1,0,0,0,0,0,0,0,0,0,1
"644",757,"col_lyr","Михайловский Н.","Михайловский Николай","Некоторые из духовных стихотворений Николая Михайловского","СПб.","Воен.-учеб. заведений",1847,35,NA,1,1,0,0,0,0,0,0,0,0,2
"645",758,"sep_nar","Потапов В.","Потапов Василий Федорович","Петушок - золотой гребешок, или Ведьмы на шабаше : Рус. сказочка для старых мужьев в 2 ч. (в стихах) / Соч. Василия Потапова","М.","Евреинова",1847,69,16,1,0,0,0,0,0,0,0,0,0,1
"646",759,"sep_nar","Потапов В.","Потапов Василий Федорович","Ванька-Каин : Рус. сказка (в стихах) : В 2 ч / Соч. В.Ф. Потапова","М.","Лазаревых",1847,48,16,1,0,0,0,0,0,0,0,0,0,1
"647",760,"sep_lyr","Гейнике Р.","Гейнике Роберт","На новый 1848-й год усердное приношение почтенным г. г. членам Большого гражданского общества от преданного им буфетчика Роберта Гейнике : [Стихотворение]","СПб.","Крайя",1847,3,NA,1,0,0,0,0,0,0,0,0,0,1
"648",761,"sep_lyr",NA,NA,"Брюссов карманный оракул, или Новая гадательная книжка для любителей и любительниц предугадывать судьбу свою : (В стихах) : Сост. по новой методе.","М.","Лазаревых",1847,35,NA,1,0,0,0,0,0,0,0,0,0,1
"649",762,"col_lyr","Остроумов И.","Остроумов Иван","Часы моей фантазии : Стихотворения Ивана Остроумова, крестьянина гр. Александра Никитича Панина, Владимир. губ., Гороховец. уезда, села Нижнего Ландеха. Посвящаются любителям поэзии. Ч. 1","Нижний Новгород","С. Прозоровского",1847,90,20,1,0,0,0,0,0,0,0,0,0,1
"650",763,"sep_lyr",NA,NA,"Поздравление разнощиков афиш санктпетербургских театров, с новым 1848 годом.","СПб.","Имп. театров",1847,2,38,1,0,0,0,0,0,0,0,0,0,1
"651",764,"col_lyr","Дуров Н.","Дуров Николай","Стихотворения / [Соч.] Николая Дурова","Воронеж","Губ. тип.",1848,21,22,1,0,0,0,0,0,0,0,0,0,1
"652",765,"sep_nar",NA,NA,"Солдатская сказка : [В стихах]","СПб.","Штаба отд. корп. внутр. стражи",1848,18,16,1,0,0,0,0,0,0,0,0,0,1
"653",766,"sep_lyr","Шереметевский П.В.","Шереметевский Петр Васильевич","Новый год М. DCCLXLIX : [Стихотворение]","М.","Ун. тип",1848,3,NA,1,0,0,0,0,0,0,0,0,0,1
"654",767,"sep_lyr","Ростопчина Е.","Ростопчина Евдокия Петровна","Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной.","СПб.",NA,1848,16,24,1,1,0,1,0,0,0,0,0,0,3
"655",768,"sep_lyr","Спасский Я.","Спасский Яков","На кончину Натальи Александровны Ефремовой : [Стихотворение]","М.",NA,1848,2,NA,1,0,0,0,0,0,0,0,0,0,1
"656",769,"sep_lyr","Леде М.","Леде Мария","Голос из-под облаков на землю : [Стихотворение]","М.","Кирилова",1848,2,NA,1,0,0,0,0,0,0,0,0,0,1
"657",770,"sep_lyr",NA,NA,"Новая ворожея, или Надписи на картах : [В стихах]","СПб.","Ф. Прена",1848,36,NA,1,0,0,0,0,0,0,0,0,0,1
"658",771,"sep_lyr","Марсов А.","Марсов Алексей Васильевич","Стихотворение А. Марсова [Святая Нина, просветительница Грузии]","СПб.","П. Зиновьевский",1848,41,NA,1,0,0,0,0,0,0,0,0,0,1
"659",772,"col_lyr","Тимошурин К.","Тимошурин Козьма","Разные стихотворения Козьмы Тимошурина","Калуга","А. Краеванова",1848,55,20,1,0,0,0,0,0,0,0,0,0,1
"660",773,"col_lyr","Покотилов Г.","Покотилов Гавриил","Стихотворения, сочиненные Гавриилом Покотиловым","М.","Кирилова",1848,20,17,1,0,0,0,0,0,0,0,0,0,1
"661",774,"sep_lyr","Глинка Ф.","Глинка Федор Николаевич","На смуты Запада; Два дива: [Стихи]","СПб.",NA,1848,4,NA,1,0,0,0,0,0,0,0,0,0,1
"662",775,"sep_lyr","Берг Н.","Берг Николай Васильевич","Деревня : Стихотворение Н. Берга","М.","Ун. тип",1848,52,26,1,0,0,0,0,0,0,0,0,0,1
"663",776,"sep_nar","Н.И.",NA,"Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","М.","Готье и Монигетти",1848,23,20,1,1,0,0,0,0,0,0,0,0,2
"664",777,"col_lyr","Покотилов Г.","Покотилов Гавриил","Увы! - без надежды, или Пагубное последствие пылкой страсти [и др. стихотворения] / Соч. Гавриила Покотилова.","М.","Кирилова",1848,11,17,1,0,0,0,0,0,0,0,0,0,1
"665",778,"sep_nar","Потапов В.","Потапов Василий Федорович","Колдун на Сухаревой башне, или Искусство делать золото : Фантаст. рассказ лунатика : [В стихах] / Соч. В.Ф. Потапова.","М.","Кирилова",1848,54,15,1,0,0,0,0,0,0,0,0,0,1
"666",779,"sep_nar","Потапов В.","Потапов Василий Федорович","Алеша Попович, или Киевские ведьмы на шабаше : Волшебная сказка в 2 ч., в стихах / Соч. Василья [Ф.] Потапова","М.","Степанова",1848,54,16,1,0,0,0,0,0,0,0,0,0,1
"667",780,"sep_lyr","Фирке И.","Фирке Иван","Почтеннейшим господам членам малого танцевального собрания от карточного слуги Ивана Фирке с Новым 1849 годом : [Стихотворение]","СПб.",NA,1848,2,NA,1,0,0,0,0,0,0,0,0,0,1
"668",781,"sep_lyr",NA,NA,"Высокопочтенным господам, членам Большого гражданского собрания посвящает на Новый 1849 год их усердный карточный служитель : [Стихотворение].","СПб.","Крайя",1848,3,NA,1,0,0,0,0,0,0,0,0,0,1
"669",782,"alm_",NA,NA,"Калейдоскоп : Этюды в стихах и прозе. Вып. 1","Кишинев","А. Попова",1848,33,25,1,0,0,0,0,0,0,0,0,0,1
"670",783,"sep_lyr",NA,NA,"Швейцар большого гражданского общества имеет честь поздравить почтеннейших гг. посетителей онаго с наступающим новым 1849 годом : [Стихотворение]","СПб.","Крайя",1848,3,NA,1,0,0,0,0,0,0,0,0,0,1
"671",784,"sep_nar",NA,NA,"Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","М.","А. Семена",1848,32,17,1,1,0,0,0,0,0,0,0,0,2
"672",785,"sep_lyr",NA,NA,"Верноподданнический привет августейшим новобрачным в незабвенный день бракосочетания ... государя великого князя Константина Николаевича с ... великою княжною Александрою Иосифовною : [Стихотворение]","СПб.","Х. Валя",1848,1,NA,1,0,0,0,0,0,0,0,0,0,1
"673",786,"sep_lyr",NA,NA,"Чувство русского сердца в радостный день бракосочетания его императорского высочества государя великого князя Константина Николаевича с великою княжною Александрою Саксен-Альтенбургскою : [Стихотворение]","СПб.",NA,1848,4,NA,1,0,0,0,0,0,0,0,0,0,1
"674",787,"sep_lyr",NA,NA,"Сочинение в стихах Лейб-гвардии конного полка рядового N...","М.","И. Серикова",1848,21,15,1,0,0,0,0,0,0,0,0,0,1
"675",788,"sep_nar","Попов П.","Попов П.","Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах","М.","Ун. тип",1848,34,28,1,1,0,0,0,0,0,0,0,0,2
"676",789,"sep_lyr",NA,NA,"Стихи старшинам, членам и гостям Московского купеческого собрания на 1849-й год, от швейцара.","М.","Ун. тип",1848,3,NA,1,0,0,0,0,0,0,0,0,0,1
"677",790,"col_lyr","Любецкий С.","Любецкий Сергей Михайлович","Панорама народной русской жизни, особенно московской (представляющая замечательные местности Москвы и ее окрестностей, народные гулянья, праздники, торжища, нравств.-юморист. сцены, типы нравов и вообще соврем. быт наш с некоторыми воспоминаниями о старине) : Нечто вроде альманаха на 1848 г / [Соч.] С. Любецкого.","М.","Кирилова",1848,141,15,1,0,0,0,0,0,0,0,0,0,1
"678",791,"sep_lyr","Фирке И.","Фирке Иван","Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... с Новым 1849 годом",NA,NA,1848,2,NA,1,0,0,0,0,0,0,0,0,0,1
"679",792,"col_lyr","А. С….",NA,"Смесь : [Стихотворения] / Соч. А. С......","М.","Селивановского",1849,32,18,1,0,0,0,0,0,0,0,0,0,1
"680",793,"sep_lyr","И.С.",NA,"Не унывай : [Стихотворение]","СПб.","К. Жернакова",1849,9,22,1,1,0,0,0,0,0,0,0,0,2
"681",794,"sep_lyr",NA,NA,"На Новый 1850 год : [Стихотворение]","СПб.","Крайя",1849,4,NA,1,0,0,0,0,0,0,0,0,0,1
"682",795,"sep_nar",NA,NA,"Сказка о Бур-Коровиче : [В стихах]","М.","И. Смирнова",1849,71,18,1,1,0,0,0,0,0,0,0,0,2
"683",796,"sep_lyr","Берг Н.","Берг Николай Васильевич","Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","М.","Ун. тип",1849,28,25,1,1,0,0,0,0,0,0,0,0,2
"684",797,"sep_lyr",NA,NA,"[Поздравительные стихи] : № 1-3","СПб.",NA,1849,3,NA,1,0,0,0,0,0,0,0,0,0,1
"685",798,"col_lyr","Максимов М.","Максимов Михаил Иванович","Памятник дум, чувств и упований : [Стихотворения] / Соч. М. Максимова","М.","И. Смирнова",1849,64,13,1,1,0,0,0,0,0,0,0,0,2
"686",799,"sep_lyr","А.Б.",NA,"Двенадцать по себе малюток неутешных; Донской монастырь: [Стихотворения]","М.","Кирилова",1849,4,NA,1,0,0,0,0,0,0,0,0,0,1
"687",800,"sep_lyr","Пелрашкевич Б.",NA,"Сын Руси : Стихотворение Б. Перлашкевича.","Киев","И. Вальнера",1849,12,NA,1,0,0,0,0,0,0,0,0,0,1
"688",801,"sep_drama","Григорьев П.И.","Григорьев Петр Иванович","Житейская школа : Ориг. комедия в 5 д. в стихах / Соч. П.И. Григорьева","СПб.","Крайя",1849,204,23,1,0,0,0,0,0,0,0,0,0,1
"689",802,"sep_drama","Григорьев П.И.","Григорьев Петр Иванович","Домашняя история : Ориг. комедия в 1 д., в стихах / Соч. П.И. Григорьева","СПб.","Крайя",1849,60,22,1,1,0,0,0,0,0,0,0,0,2
"690",803,"sep_lyr","Ермолаев Д.","Ермолаев Дмитрий","Стихи на новый 1850 год.","М.","В. Готье",1849,2,NA,1,0,0,0,0,0,0,0,0,0,1
"691",804,"sep_lyr","Аксеновский Д.","Аксеновский Дмитрий Андреевич","На рождение его императорского высочества князя Сергея Максимилиановича 8-го декабря 1849 года : [Стихотворение] / Соч. Дмитрия Аксеновского, придворного мастера водоочистительных машин.","СПб.","Штаба отд. корп. внутр. стражи",1849,3,33,1,0,0,0,0,0,0,0,0,0,1
"692",805,"col_lyr","Татаринов П.","Татаринов Петр Петрович","Новая слава России, или Наши в Венгрии : Соврем. воен. альбом : [Стихи] / Соч. Петра Татаринова.","СПб.","Штаба отд. корп. внутр. стражи",1849,28,NA,1,0,0,0,0,0,0,0,0,0,1
"693",806,"sep_lyr",NA,NA,"Высокопочтенным господам членам Большого Бюргер-клуба посвящает на Новый 1850 год их усердный карточный служитель : [Стихотворение].","СПб.","Крайя",1849,4,NA,1,0,0,0,0,0,0,0,0,0,1
"694",807,"col_lyr","Глебов А.","Глебов Александр Николаевич","Прощальный привет родине : Два стихотворения Александра Глебова","Киев","Ун. тип",1849,15,22,1,0,0,0,0,0,0,0,0,0,1
"695",808,"sep_lyr","Лебедев В.","Лебедев Виктор","Глас скорби о кончине его императорского величества великого князя Михаила Павловича 28 авг. 1849 г : [Стихотворение]","СПб.",NA,1849,7,NA,1,0,0,0,0,0,0,0,0,0,1
"696",809,"sep_lyr","Гейнике Р.","Гейнике Роберт","На новый 1850 год усердное приношение г. г. членам Большого мещанского общества от преданного им буфетчика : [Стихотворение]","СПб.","Крайя",1849,4,NA,1,0,0,0,0,0,0,0,0,0,1
"697",810,"col_lyr",NA,NA,"Стихотворения на кончину его императорского высочества государя великого князя Михаила Павловича","СПб.","Воен.-учеб. заведений",1849,45,24,1,1,0,0,0,1,0,0,0,0,3
"698",812,"sep_nar","Пальмин М.","Пальмин Михаил","Сказка о семи братьях родных, молодцах удалых, рассказанная Мих. Пальминым : [В стихах] : В 2 ч.","М.","И. Смирнова",1849,107,15,1,0,0,0,0,0,0,0,0,0,1
"699",813,"sep_lyr","Полонский С.А.","Полонский Сергей Андреевич","Стихи по случаю празднования юбилея 50-ти летней службы инспектора классов Морского кадетского корпуса контр-адмирала Марка Филипповича Горкавенко, 19 мая 1849 года.","СПб.","Морского кадет. корп.",1849,1,NA,1,0,0,0,0,0,0,0,0,0,1
"700",814,"sep_lyr","Звиногродский М.","Звиногродский Михаил","Печальное воспоминание верноподданных сынов отечества о смерти его императорского высочества великого князя Михаила Павловича, равно и великих его добродетелях, трудах и подвигах, понесенных в пользу государственного престола и отечества, в которых он трудился до последней минуты жизни своей, сочиненное стихами верноподданным канцеляристом Михаилом Звиногродским сентября 12 дня 1849 года.","Киев","И. Вальнера",1849,19,NA,1,0,0,0,0,0,0,0,0,0,1
