"","id","group","author_sign","author_full_name","title","city","publisher","year","pages","size_cm","nlr","rsl","rozanov","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","spbgu","n_total"
"706",786,"col_lyr","Павлов А.","Павлов Алексей","Стихотворения на новый 1833 год. Соч. Алексея Павлова","М.","Лазаревых",1833,36,19,1,0,1,0,0,0,0,0,0,0,0,2
"707",787,"col_lyr","Петров И.","Петров Иван Матеевич","Стихотворения Ивана Петрова / 2-е изд.","М.","Селивановского",1833,46,20,1,1,0,1,0,0,0,0,0,0,0,3
"708",788,"col_lyr","Полежаев А.","Полежаев Александр Иванович","Стихотворения Александра Полежаева","М.","Лазаревых",1832,284,19,1,1,1,1,0,0,0,0,1,1,1,7
"709",789,"col_lyr","Романович П.","Романович Петр","Стихотворения Петра Романовича","Казань","Ун. тип",1833,78,18,1,1,0,0,0,0,0,0,0,0,1,3
"710",790,"col_lyr","Теплова Н.С.","Теплова Надежда Сергеевна","Стихотворения Надежды Тепловой","М.","Селивановского",1833,64,15,1,1,0,0,0,0,0,0,0,0,0,2
"711",791,"col_lyr","Тепляков В.Г.","Тепляков Виктор Григорьевич","Стихотворения Виктора Теплякова: Т. 1","М.","Селивановского",1832,196,22,1,1,1,1,0,0,0,0,0,1,0,5
"712",792,"col_lyr","Шкляревский П.","Шкляревский Павел Петрович","Стихотворения Павла Шкляревского","СПб.","вдовы Плюшар с сыном",1831,88,19,1,1,1,1,0,0,0,0,1,1,0,6
"713",793,"col_lyr","Языков Н.","Языков Николай Михайлович","Стихотворения Н. Языкова","СПб.","вдовы Плюшар с сыном",1833,308,19,1,1,1,1,0,0,0,0,1,1,0,6
"714",794,"col_lyr","И.И.Т.","Танеев Иван Ильич","Уединенная лира или собрание различных стихотворений И.И.Т.","М.","Лазаревых",1833,243,20,1,1,0,1,0,0,0,0,0,1,0,4
"715",795,"col_lyr","Маркевич Н.","Маркевич Микола Андрийович","Украинские мелодии. Соч. Ник. Маркевича","М.","Семена",1831,155,20,1,1,1,1,1,0,1,0,0,1,0,7
"716",796,"col_lyr","Иванчин-Писарев Н.","Иванчин-Писарев Николай Дмитриевич","Чем богат тем и рад. Стихотворения Н. Иванчина-Писарева. Издано в пользу сирот лишившихся родителей от холеры","М.","Семена",1832,46,20,1,0,0,1,0,0,0,0,0,0,0,2
"717",797,"sep_nar","Свечин Павел",NA,"Александроида. Современная поэма / 2-е изд.","М.","Селивановского",1833,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1
"718",798,"sep_nar",NA,"Максимович Михаил Александрович","Богдан Хмельницкий. Поэма в 5 песнях","СПб.","Экс. загот. гос. бумаг",1833,122,15,1,1,0,1,1,0,0,0,0,0,0,4
"719",800,"sep_nar","Вельтман А.","Вельтман Александр Фомич","Песнь ополчению Игоря Святославовича, князя Новгород-Северского. Переведено с древнего Русского языка XII-го столетия Александром Вельтманом","М.","Селивановского",1833,50,22,1,1,0,0,0,0,0,0,0,0,0,2
"720",802,"sep_nar","Немирович-Данченко","Немирович-Данченко","Эвридика и Орфей. Поэма Немировича-Данченко","СПб.","Гинце",1833,27,14,1,0,0,0,1,0,0,0,0,0,1,3
"721",803,"col_nar","Полежаев А.","Полежаев Александр Иванович","Эрпели и Чир-Юрт. Две поэмы А. Полежаева","М.","Лазаревых",1832,133,18,1,1,1,0,0,1,0,0,0,1,0,5
"722",804,"sep_nar","И.Р.","Радожицкий Илья Тимофеевич","Али-Кара-Мирза. Черкесская повесть в стихах","М.","Семена",1832,81,21,1,1,0,0,0,0,0,0,0,1,0,3
"723",805,"sep_lyr",NA,NA,"Алина : [Стихотворение]","СПб.","1-го Кадетск. корпуса",1832,6,17,1,0,0,0,0,0,0,0,0,0,0,1
"724",806,"sep_nar","София М.","София М.","Бабушкин кот, или заклинательница, повесть в стихах. Соч. Софии М.","М.","Кузнецова",1831,21,19,1,0,0,0,0,0,0,0,0,0,0,1
"725",807,"sep_nar","Бахтурин К.","Бахтурин Константин Александрович","Вступление на престол князя Александра Тверского. Историческая повесть, в стихах. Соч. Константина Бахтурина","М.","Семена",1833,56,17,1,1,1,0,0,0,0,0,0,0,0,3
"726",808,"sep_nar","Крюкова О.","Крюкова Ольга Петровна","Донец. Повесть в стихах. Соч. Ольги Крюковой","М.","Ун. тип",1833,23,21,1,1,0,0,1,0,0,0,0,0,0,3
"727",809,"sep_nar","София М.","София М.","Жених мертвец. Повесть в стихах. Соч. Софии М***","М.","Кузнецова",1831,20,19,1,0,0,0,0,0,0,0,0,0,0,1
"728",810,"sep_nar","Марков","Марков Михаил Александрович","Мятежники. Повесть, взятая из войны с Польскими мятежниками. Соч. Маркова","СПб.","Греча",1832,144,20,1,1,0,1,1,0,1,0,0,1,1,7
"729",811,"sep_nar","И. К.","И. К.","Нечай, или битва под Красным. Историческая повесть, в думах [стихами]","М.","Лазаревых",1831,52,19,1,0,0,0,1,0,0,0,0,1,0,3
"730",812,"sep_nar","Чижов П.","Чижов Павел","Новобрачные. Повесть в стихах. Соч. П. Чижова","М.","Семена",1832,84,21,1,1,1,0,0,0,0,0,0,0,0,3
"731",813,"sep_nar","Косяровский И.","Косяровский Иван Петрович","Переметчик. Историческая повесть, относящаяся ко второй половине прошлого столетия. Соч. И. Косяровского","Одесса","Городская тип.",1832,59,17,1,1,0,0,1,0,0,0,0,0,0,3
"732",814,"sep_nar","Родивановский П.","Родивановский П.","Пленник. Соч. П. Родивановского","СПб.","Плюшара",1832,34,22,1,1,0,0,0,0,0,0,0,0,1,3
"733",815,"sep_nar","А.Б.","Башилов Александр Александрович","Поселянка. Повесть в стихах. Соч. А. Б. 1-я часть","М.","Решетникова",1833,92,21,1,0,0,0,1,0,0,0,0,0,0,2
"734",816,"sep_nar","С. С-кий",NA,"Пустынник. Повесть в стихах. Соч. С. С-кого","М.","Кн. Львова",1831,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1
"735",817,"sep_nar","Дмитриевский М.","Дмитриевский Михаил Иванович","Страдалец. Повесть в стихах. Соч. Михаила Дмитриевского","М.","Ун. тип",1833,23,19,1,0,0,0,0,0,0,0,0,0,0,1
"736",818,"sep_nar","Суходольский А.","Суходольский Александр","Эмилия. Польская повесть в стихах","М.","Селивановского",1832,36,18,1,0,1,0,0,0,0,0,0,0,0,2
"737",819,"sep_nar","Литвинов В.","Литвинов Василий Иванович","Юлия. Историческая Русская повесть","М.","Ун. тип",1832,75,14,1,0,0,0,1,0,0,0,0,1,0,3
"738",820,"sep_nar","И. Ш...н","Штевен Иван Петрович","Доктор Еремей, или счастье от беды. Сказка вольными стихами. Соч. И. Ш[тевен]а","СПб.","Плюшара",1833,48,24,1,0,1,0,1,0,0,0,0,0,0,3
"739",821,"sep_nar","И. В.","Ветринский Иродион Яковлевич","Мачеха и падчерица. Русская сказка","СПб.","Штаба отд. корп. внутр. стражи",1833,41,16,1,0,0,1,1,0,0,0,0,0,1,4
"740",825,"sep_nar","Пуговишников А.М.","Пуговишников Александр Михайлович","Умершие колдуны, или явление мертвецов. Сельская баллада","М.","Кн. Львова",1832,11,17,1,0,0,0,0,0,0,0,0,0,0,1
"741",826,"sep_lyr","Волков А.","Волков Александр Абрамович","Ода на усмирение бунта в Польше","М.","Семена",1831,7,NA,1,0,0,0,0,0,0,0,0,0,0,1
"742",827,"sep_lyr","Рейнгольд Иванов","Янквитц Рейнгольд Иванович","Ода на торжественный день тезоименитства Его Величества Государя Императора Николая Павловича Самодержца Всероссийского Декабря 6-го дня. От Рейнгольда Иванова, сына Барона Фон Янквитца","СПб.","Греча",1831,7,NA,1,0,0,0,0,0,0,0,0,0,0,1
"743",828,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Голос души и сердца благодарного отца семейства","М.","Лазаревых",1832,14,19,1,0,1,0,0,0,0,0,0,0,0,2
"744",829,"sep_lyr",NA,NA,"Прощальная песнь девиц училища ордена Св. Екатерины, петая по случаю XI выпуска в 1832 году","СПб.","Главн. Управл. Пут. Сообщ. и Публичн. Зданий",1832,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"745",830,"sep_lyr",NA,NA,"Русская песня на пребывание в Москве Его Императорского Высочества Великого Князя Михаила Павловича","М.","Лазаревых",1832,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"746",831,"sep_lyr",NA,NA,"Русская песня. На прибытие в Москву Государыни Императрицы Александры Феодоровны","М.","Лазаревых",1831,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"747",832,"sep_lyr","Хвостов","Хвостов Дмитрий Иванович","Русская песня 1833 года Декабря 6 дня","СПб.","Деп. внешней торговли",1833,7,20,1,0,0,0,0,0,0,0,0,0,0,1
"748",833,"sep_lyr","Ширинский-Шихматов","Ширинский-Шихматов Платон Александрович","Торжественная песнь Россиян","СПб.","Акад. наук",1833,12,NA,1,0,0,0,0,0,0,0,0,0,0,1
"749",834,"sep_lyr",NA,NA,"Кантата в благодарственное воспоминание бессмертных благодеяний Императрицы Марии Феодоровны, петая питомцами СПб. Коммерческого училища. Пер. с нем.","СПб.","Иверсена",1832,3,25,1,0,0,0,0,0,0,0,0,0,0,1
"750",835,"sep_lyr","Линдфорс Н.Ф.","Линдфорс Н.Ф.","Кантата на день рождения Его Превосходительства Н.И. Шелашникова. Соч. Джиованна Челли. Пер. с Итал. Н.Ф. Линдфорс","СПб.","Штаба отд. корп. внутр. стражи",1831,27,NA,1,0,0,0,0,0,0,0,0,0,0,1
"751",836,"sep_lyr","Баталин Н.","Баталин Николай","Кант на торжественное собрание Нижегородской Губернской Гимназии","М.","Лазаревых",1832,4,21,1,0,0,0,0,0,0,0,0,0,0,1
"752",837,"sep_lyr",NA,NA,"Куплеты, петые в московском Английском клубе 12 Апреля 1833 года, по случаю праздника данного Его Сиятельству Князю Д.В. Голицыну","М.","Степанова",1833,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"753",838,"sep_lyr",NA,NA,"Стансы, петые воспитанниками в торжественном собрании Ришельевского Лицея, по случаю 8-го выпуска, 24-го Октября","Одесса",NA,1832,6,NA,1,0,0,0,0,0,0,0,0,0,0,1
"754",839,"sep_lyr",NA,NA,"Хор, сочиненный по случаю празднования коронации Императора Николая 1-го во 2-м Кадетском Корпусе 22 Августа 1833 года","СПб.","Крайя",1833,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"755",840,"sep_lyr","Кикин А.","Кикин Алексей Андреевич","Хор для вальса во время всерадостного присутствия их Императорских Величеств в Москве","М.","Селивановского",1831,12,26,1,1,0,0,0,0,0,0,0,0,0,2
"756",841,"sep_lyr",NA,NA,"Хоры, петые на торжественном акте, после открытых испытаний в Московской Практической Коммерческой Академии, Июля 11-го 1832 года. Музыка Г. Кашина","М.","Ун. тип",1832,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"757",842,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","На кончину Екатерины Михайловны, супруги Его Превосходительства П.И. Арсеньева","М.","Лазаревых",1832,4,22,1,0,0,0,0,0,0,0,0,0,0,1
"758",843,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","На кончину Николая Александровича Головина","М.","Лазаревых",1831,3,24,1,0,0,0,0,0,0,0,0,0,0,1
"759",844,"sep_lyr","Фомин Н.","Фомин Николай Ильич","Сетующие Россияне при гробнице Государя Цесаревича и Великого Князя Константина Павловича","СПб.","Гинце",1831,25,NA,1,0,0,0,0,0,0,0,0,0,0,1
"760",845,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Два послания: первое, к Петру Тимофеевичу Баснину, Русскому Гражданину и Сибирскому уроженцу. Второе, Орфей-самоучка и красный плащ, к Николаю Алексеевичу Полевому","М.","Семена",1832,22,17,1,0,0,0,1,0,0,0,0,0,0,2
"761",849,"almanac",NA,NA,"Лира Грации. Подарок на Новый год любительницам и любителям пения, или новейшее собрание романсов и песен","М.","Степанова",1832,92,18,1,1,0,0,0,0,0,0,0,0,0,2
"762",851,"sep_lyr","Орлов А.","Орлов Александр Анфимович","Простонародные песни Александра Орлова","М.","Селивановского",1832,4,23,1,0,0,0,1,0,0,0,0,0,0,2
"763",852,"col_lyr","Кафтарев","Кафтарев Федор Яковлевич","Романсы. Соч. Кафтарева","СПб.","Гинце",1832,20,13,1,0,0,0,0,0,0,0,0,0,1,2
"764",853,"col_lyr","Глинка С.","Глинка Сергей Николаевич","Русские песни и романсы. Соч. Сергея Глинки","М.","Лазаревых",1832,119,17,1,0,0,0,0,0,0,0,0,0,0,1
"765",854,"col_lyr",NA,NA,"Северная лютня. Майский подарок любительницам пения","М.","Пономарева",1833,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1
"766",855,"almanac",NA,NA,"Три русские народные песни, на пребывание Высочайшего Двора в Москве","М.","Лазаревых",1831,16,22,1,0,0,1,0,0,0,0,0,0,0,2
"767",857,"almanac",NA,NA,"Эвтерпа, или собрание новейших романсов, баллад и песен известнейших и любимых Русских поэтов","М.","Лазаревых",1831,185,15,1,1,0,0,0,0,0,0,0,0,0,2
"768",858,"almanac",NA,NA,"Эрато. Приношение прекрасному полу, или собрание новейших, отборных и употребительных романсов и песен","М.","Лазаревых",1833,132,16,1,1,0,0,0,0,0,0,0,1,0,3
"769",859,"sep_lyr","Сомов","Сомов Орест Михайлович","Голос Украинца при вести о взятии Варшавы. Соч. Сомова","СПб.","Греча",1831,16,21,1,0,0,0,0,0,0,0,0,0,0,1
"770",860,"sep_lyr","Поднебесный","Поднебесный Михаил Михайлович","Его сиятельству Графу Г. Ф. Канкрину, на открытие таможенного здания в СПб. Соч. Поднебесного","СПб.","Деп. внешней торговли",1832,5,NA,1,0,0,0,0,0,0,0,0,0,0,1
"771",861,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","К портрету княза А. Н. Голицына при переходе моем на новоселье. Соч. Сергея Глинки","М.","Лазаревых",1832,4,24,1,0,0,0,0,0,0,0,0,0,0,1
"772",862,"sep_lyr","Карлгоф","Карлгоф Вильгельм Иванович","Машеньке В. (Соч. Карлгофа)","СПб.","Главн. Управл. Пут. Сообщ. и Публичн. Зданий",1831,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"773",864,"sep_lyr","А... М...в","А... М...в","На взятие Варшавы. Соч. А... М...в","СПб.","Деп. внешней торговли",1831,8,22,1,0,0,0,0,0,0,0,0,0,0,1
"774",865,"sep_lyr","К. Н. Ш. Ш.","Ширинский-Шихматов Платон Александрович","На всерадостное рождение Его Императорского Высочества Великого Князя Михаила Николаевича","СПб.","Акад. наук",1832,6,NA,1,0,0,0,0,0,0,0,0,0,0,1
"775",866,"sep_lyr","Слепушкин Ф.","Слепушкин Федор Никифорович","На день 30 Августа 1832 года","СПб.","Гинце",1832,6,20,1,1,0,0,0,0,0,0,0,0,0,2
"776",867,"sep_lyr","Лебедев В.","Лебедев Виктор","На покорение Польских мятежников и взятие штурмом Варшавы. Соч. Лебедева","СПб.","вдовы Байковой",1832,15,NA,1,0,0,0,0,0,0,0,0,0,1,2
"777",868,"sep_lyr","Коркунов М.","Коркунов Михаил Андреевич","Стихи на приезд Государя Императора в Москву, 11 Октября 1831 года. Соч. М. Коркунова","М.","Ун. тип",1831,8,22,1,1,0,0,0,0,0,0,0,0,0,2
"778",869,"sep_lyr","С...а Н.","С...а Н.","Стихи на нечаянное прибытие Его Императорского Величества из С. Петербурга в Москву. Соч. Н. С...а","М.","Семена",1831,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"779",870,"sep_lyr",NA,NA,"Стихи на сооружение памятника Александру Благословенному. С литографированным изображением памятника","СПб.","Гинце",1832,4,NA,1,0,0,0,1,0,0,0,0,0,0,2
"780",871,"sep_lyr","Поднебесный","Поднебесный Михаил Михайлович","Стихи на сооружение памятника Александру Благословенному. Соч. М. Поднебесного","СПб.","Деп. внешней торговли",1832,4,23,1,1,0,0,0,0,0,0,0,0,0,2
"781",872,"sep_lyr","Ж.","Жуковский Василий Андреевич","Стихи князю Дмитрию Владимировичу Голицыну. Соч. Ж.","М.","Семена",1833,1,25,1,0,0,0,0,0,0,0,0,0,0,1
"782",873,"sep_lyr",NA,NA,"Стихи Князю Сергию Михайловичу Голицыну, в день тезоименитства его, от воспитанников Московского Коммерческого Училища (На поллисте)","М.","Селивановского",1831,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"783",874,"sep_lyr","Марков","Марков Аркадий Иванович","Стихи его Сиятельству Князю С. М. Голицыну, в день тезоимениства его. Соч. Маркова","М.","Селивановского",1833,4,35,1,0,0,0,0,0,0,0,0,0,0,1
"784",875,"sep_lyr",NA,"Дмитриев Михаил Александрович, Новиков Петр Александрович, Свербеев Дмитрий Николаевич","Стихи Александру Дмитриевичу Курбатову от друзей его на женитьбу","М.","Степанова",1832,4,23,1,0,0,0,0,0,0,0,0,0,0,1
"785",876,"sep_lyr","Марков","Марков В.","Стихи его Превосходительству М. А. Салтыкову, в день его тезоименитства. Соч. Маркова","М.","Селивановского",1833,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1
"786",878,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Стихи ее Превосходительству Е. М. Кологривовой, второй матери моего семейства","М.","Лазаревых",1833,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"787",879,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Стихи его Превосходительству Н. А. Небольсину, благодетелю слепца Алексея Фролова, в день его ангела","М.","Лазаревых",1833,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"788",880,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Стихи на окончание испытания в предметах учения воспитанников Коммерческой Академии","М.","Лазаревых",1831,4,25,1,0,0,0,0,0,0,0,0,0,0,1
"789",881,"sep_lyr","Попов А.","Попов Александр","Чувствования бывшего питомца Московского Коммерческого Училища, изъявленные в день торжественного празднования первого двадцатипятилетия существования оного, соч. Александром Поповым","М.","Селивановского",1832,8,26,1,1,0,0,0,0,0,0,0,0,0,2
"790",882,"sep_lyr","Соколовский В.","Соколовский Владимир Игнатьвич","Мироздание [Опыт духовного стихотворения]. Изд. 1-е","М.","Семена",1832,135,NA,1,1,1,1,0,0,0,0,0,1,0,5
"791",884,"sep_lyr","Рогов Н.","Рогов Николай","Богословские три дщери во единой матери своей. Соч. Николая Рогова","М.","Кн. Львова",1831,32,17,1,1,0,0,0,0,0,0,0,0,0,2
"792",885,"sep_lyr","Хвостов","Хвостов Дмитрий Иванович","Гимн Иисусу Христу. Соч. Графа Хвостова","СПб.","Деп. народн. просвещ.",1833,8,NA,1,0,0,0,0,0,0,0,0,0,0,1
"793",886,"sep_lyr","Севастьянов Н.","Севастьянов Николай","Гимны Святителю Митрофану, первому Епископу Воронежскому. Соч. Николая Севастьянова","Харьков","Ун. тип",1832,7,NA,1,1,0,0,0,0,0,0,0,0,0,2
"794",887,"sep_lyr","И. П.","И. П.","Молитва русского народа. Соч. И. П.","СПб.","Плюшара",1831,4,24,1,0,0,0,0,0,0,0,0,0,0,1
"795",888,"col_lyr","Шпигоцкий Аф.","Шпигоцкий Афанасий Григорьевич","Тексты из Библии, примененные к отечественной войне 1812 года (Переложил в стихи Аф. Шпигоцкий)","М.","Ун. тип",1832,24,NA,1,1,0,0,1,0,0,0,0,0,0,3
"796",889,"sep_lyr","Якимов В.","Якимов Василий Алексеевич","Дар слова : [Стихотворение]","СПб.","Акад. наук",1832,29,20,1,0,0,0,0,0,0,0,0,0,1,2
"797",890,"col_lyr","Крылов И.","Крылов Иван Андреевич","Басни Ивана Крылова : В 8 кн. / Новое изд. ...","СПб.","Смирдина",1831,266,21,1,1,0,0,0,0,0,0,0,1,1,4
"798",891,"col_lyr","Крылов И.","Крылов Иван Андреевич","Басни Ивана Крылова : В 8 кн. / Новое изд. ...","СПб.","Смирдина",1833,297,22,1,1,0,0,0,0,0,0,1,1,1,5
"799",892,"col_lyr","Майков М.","Майков Михаил Александрович","Басни Михайла Майкова","Ярославль","Губ. правления",1832,55,22,1,1,0,0,0,0,0,0,0,0,0,2
"800",894,"almanac","Рябинин П., Комисаров Д.",NA,"Северные семена на 1831 год. Собрание прозы и стихотворений Петра Рябинина и Дмитрия коммисарова","М.","Лазаревых",1831,110,17,1,1,0,0,0,0,0,0,0,1,0,3
"801",896,"almanac","Аладьин Е. (изд.)","Аладьин Егор Васильевич","Невский альманах на 1831 год, изд. Е. Аладьиным","СПб.","Гинце",1831,242,NA,1,0,0,0,0,0,0,0,0,0,0,1
"802",897,"almanac","Дельвиг А. (изд.)","Дельвиг Антон Антонович","Северные цветы на 1831 год","СПб.","Деп. народн. просвещ.",1830,124,NA,1,1,0,0,1,0,0,0,1,0,0,4
"803",898,"almanac","Аладьин Е. (изд.)","Аладьин Егор Васильевич","Подснежник на 1830 год","СПб.","Деп. народн. просвещ.",1830,177,14,0,1,0,0,0,0,0,0,1,1,0,3
"804",899,"almanac","Коншин Н., Розен Е. (изд.)","Коншин Николай Михайлович, Розен Георгий Федорович","Царское село, альманах на 1830 год","СПб.","Плюшара",1830,NA,NA,0,0,0,0,1,0,0,0,0,1,0,2
"805",900,"almanac","Максимович М. (изд.)","Максимович Михаил Александрович","Денница, альманах на 1830 год","М.","Ун. тип",1830,256,14,0,0,0,1,0,0,0,0,0,1,0,2
"806",902,"almanac","Арапов П., Новиков Д. (изд.)","Арапов Пимен Николаевич, Новиков Д.И.","Радуга, литературный и музыкальный альманах на 1830 год","М.","Селивановского",1830,327,NA,0,0,0,1,1,0,0,0,0,1,0,3
"807",903,"almanac",NA,NA,"Эхо, литературный альманах на 1830 год","М.","Селивановского",1830,240,14,0,1,0,0,1,0,0,0,0,1,0,3
"808",904,"almanac","Селиванов И. (изд.)","Селиванов Илья Васильевич","Комета, альманах на 1830 год, изд. И. Селивановым","М.","Лазаревых",1830,237,15,1,1,0,0,0,0,0,0,0,1,0,3
"809",905,"almanac","Петров А., крестьянин Г.П. Бубнов (изд.)","Петров Алексей, Бубнов Григорий Поликарпович","Весенние цветы, подарок для Светлого Праздника на 1830 год, изд. Алексей Петров","М.","Степанова",1830,165,10,0,1,0,0,0,0,0,0,0,1,0,2
"810",906,"almanac","Барон Розен (изд.)","Розен Георгий Федорович","Альциона, Альманах на 1831 год","СПб.","Плюшара",1831,314,16,0,1,0,0,1,0,0,0,0,0,0,2
"811",907,"almanac","Барон Розен (изд.)","Розен Георгий Федорович","Альциона, Альманах на 1832 год","СПб.","Плюшара",1832,356,16,0,1,0,0,0,0,0,0,1,0,0,2
"812",909,"almanac","Соловьев Ф. (изд.)","Соловьев Федор","Северное сияние, альманах на 1831 год","М.","Степанова",1831,220,13,0,1,0,1,0,0,0,0,0,1,0,3
"813",910,"almanac",NA,NA,"Сиротка, литературный альманах на 1831 год, изд. в пользу заведения призрения бедных сирот","М.","Селивановского",1831,239,14,0,1,0,1,1,0,0,0,0,1,0,4
"814",911,"almanac","Морозов П., Розенберг М. (изд.)","Морозов Павел Тимофеевич, Розберг Михаил Петрович","Одесский альманах на 1831 год","Одесса","Городская тип.",1831,441,13,0,1,0,0,1,0,0,0,0,1,0,3
"815",912,"almanac",NA,NA,"Украинский альманах","Харьков","Ун. тип",1831,136,16,1,1,0,0,0,0,0,0,0,0,0,2
"816",913,"almanac",NA,NA,"Цинтия, Альманах на 1832 год","М.","Кузнецова",1831,262,14,0,1,0,1,1,0,0,0,0,1,0,4
"817",916,"almanac",NA,NA,"Роза граций, или собрание стихотворений для прекрасного пола","М.","Степанова",1830,72,18,1,1,0,0,0,0,0,0,0,0,0,2
"818",917,"col_lyr","Алипанов Е.","Алипанов Егор Ипатьевич","Стихотворения крестьянина Егора Алипанова","СПб.","Экс. загот. гос. бумаг",1830,156,8,1,1,1,0,0,0,0,1,0,1,1,6
"819",918,"col_lyr","Гру--нов И.","Грузинов Иосиф Романович","Цитра, или мелкие стихотворения И. Гру--нова","М.","Решетникова",1830,35,14,1,0,0,0,0,0,0,0,0,1,0,2
"820",919,"col_lyr","Дмитриев М.","Дмитриев Михаил Александрович","Стихотворения Михаила Дмитриева : В 2 ч.","М.","Семена",1830,497,22,1,1,1,0,0,0,0,0,0,1,0,4
"821",920,"col_lyr","Лебедев","Лебедев Виктор","Лира. Сочинение Лебедева","СПб.","Путей сообщ.",1830,49,21,1,1,0,0,0,0,0,0,0,0,1,3
"822",921,"col_lyr","Масальский К.","Масальский Константин Петрович","Сочинения, переводы и подражания в стихах Константина Масальского","СПб.","Акад. наук",1831,93,18,1,1,1,1,1,1,0,0,0,1,0,7
"823",922,"col_lyr","Новиков С.","Новиков Семен","Нескучное, или досуги. Соч. С. Новикова","СПб.","Байкова",1830,51,NA,1,0,1,0,0,0,0,0,0,0,0,2
"824",923,"col_lyr","С. С.","С. С.","Опыты в стихах. Соч. С.С.","М.","Селивановского",1830,46,18,1,0,0,0,0,0,0,0,0,0,0,1
"825",924,"col_nar","Ф. С-в","Соловьев Федор Н.","Три стихотворения, сочинение Ф. С-ва","М.","Лазаревых",1830,33,17,1,0,0,1,1,0,0,0,0,0,0,3
"826",925,"col_lyr","Сухачев В.","Сухачев Василий","Листки из записной книжки Василия Сухачева","М.","Семена",1830,23,20,1,1,1,0,0,0,0,0,0,0,0,3
"827",926,"col_lyr","Трилунный","Струйский Дмитрий Юрьевич","Стихотворения Трилунного. Альманах на 1830 год : В 2 ч.","СПб.","Крайя",1830,223,14,0,1,0,1,0,0,0,0,0,1,0,3
"828",927,"col_lyr","Шатров Н.","Шатров Николай Михайлович","Стихотворения Н. Шатрова : В 3 ч.","СПб.","Акад. наук",1831,395,20,1,1,1,1,0,0,0,0,0,1,0,5
"829",928,"sep_nar","барон Розен","Розен Георгий Федорович","Рождение Иоанна Грозного. Поэма в 3 ч.","СПб.","Плюшара",1830,108,18,1,1,1,0,0,0,0,0,0,0,1,4
"830",929,"sep_nar","Кузмичев Ф.","Кузмичев Федот Семенович","Спасенная Ниневия пророчеством Ионы : Поэма в 4 песнях / Соч. авт. Сына природы, Федота Кузмичева","М.","Степанова",1831,66,18,1,0,0,0,0,0,0,0,0,0,0,1
"831",930,"sep_nar","Манасеин П.","Манасеин П.","Ад и рай Магометов. Соч. П. Манасеина","СПб.","Плюшара",1830,17,12,1,1,0,0,1,0,0,0,0,0,0,3
"832",931,"sep_nar","Пушкин А.","Пушкин Александр Сергеевич","Бахчисарайский фонтан / 3-е изд.","СПб.","Деп. народн. просвещ.",1830,46,22,1,1,0,1,1,1,0,0,0,0,0,5
"833",932,"sep_nar","Максимович П.","Максимович Пров","Бесприютная : Повесть в стихах. Соч. Прова Максимовича","СПб.","Вспомогат. дома",1830,45,NA,1,1,0,0,1,0,0,0,0,0,0,3
"834",933,"sep_nar","Козлов И.","Козлов Иван Иванович","Безумная : Русская повесть в стихах","СПб.","Смирдина",1830,33,20,1,1,1,1,0,0,0,0,0,1,1,6
"835",934,"sep_nar","Вельтман А.","Вельтман Александр Фомич","Беглец : Повесть в стиха","М.","Семена",1831,65,17,1,1,0,0,0,0,0,0,0,0,0,2
"836",935,"sep_nar","Шидловский А.","Шидловский Александр","Гребенский казак : Повесть","СПб.","Смирдина",1831,177,21,1,1,1,0,0,0,0,0,0,1,1,5
"837",936,"col_nar","Глинка С.","Глинка Сергей Николаевич","Две повести в стихах, почерпнутые из древних армянских летописей","М.","Лазаревых",1831,41,21,1,1,0,0,0,0,0,0,0,1,1,4
"838",938,"sep_nar",NA,NA,"Евгений Онегин: Роман в стихах : Гл. 7 ","СПб.","Деп. народн. просвещ.",1830,57,18,1,1,1,1,0,0,0,0,0,0,0,4
"839",939,"sep_nar",NA,NA,"Каллимах, рассказ моим друзьям","М.","Селивановского",1831,39,22,1,0,0,0,0,0,0,0,0,0,0,1
